model_sn,brand_list,car_list,model_list,model_list_1,model_list_2,production_period,data_crtr_pnttm,create_dt
6928,KG모빌리티(쌍용),로디우스,로디우스,11인승 4WD RD400,고급형,04년 ~ 07년,20260319,202603191855
6929,KG모빌리티(쌍용),로디우스,로디우스,11인승 4WD RD400,최고급형,04년 ~ 07년,20260319,202603191855
6930,KG모빌리티(쌍용),로디우스,로디우스,11인승 4WD RD400,EZ 스페셜,04년 ~ 07년,20260319,202603191855
6931,KG모빌리티(쌍용),로디우스,로디우스,11인승 4WD RD500,고급형,04년 ~ 07년,20260319,202603191855
6932,KG모빌리티(쌍용),로디우스,로디우스,11인승 4WD RD500,최고급형,04년 ~ 07년,20260319,202603191855
6933,KG모빌리티(쌍용),로디우스,로디우스,11인승 4WD RD500,EZ 스페셜,04년 ~ 07년,20260319,202603191855
6934,KG모빌리티(쌍용),로디우스,로디우스,11인승 4WD 플래티넘,,04년 ~ 07년,20260319,202603191855
6935,KG모빌리티(쌍용),로디우스,로디우스,리무진,,04년 ~ 07년,20260319,202603191855
7282,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.0 KX 2WD,,13년 ~ 17년,20260319,202603191855
7283,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.0 RX 2WD,고급형,13년 ~ 17년,20260319,202603191855
7284,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.0 RX 2WD,최고급형,13년 ~ 17년,20260319,202603191855
7285,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.0 DX 2WD,,13년 ~ 17년,20260319,202603191855
7286,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.0 익스트림 2WD,,13년 ~ 17년,20260319,202603191855
7287,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.0 KX 4WD,,13년 ~ 17년,20260319,202603191855
7288,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.0 RX 4WD,고급형,13년 ~ 17년,20260319,202603191855
7289,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.0 RX 4WD,최고급형,13년 ~ 17년,20260319,202603191855
7290,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.0 DX 4WD,,13년 ~ 17년,20260319,202603191855
7291,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.0 익스트림 4WD,,13년 ~ 17년,20260319,202603191855
7292,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.0 CVS 2WD,고급형,13년 ~ 17년,20260319,202603191855
7293,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.0 CVS 2WD,최고급형,13년 ~ 17년,20260319,202603191855
7294,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.0 CVT 2WD,고급형,13년 ~ 17년,20260319,202603191855
7295,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.0 CVT 2WD,최고급형,13년 ~ 17년,20260319,202603191855
7296,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.0 CVX 2WD,고급형,13년 ~ 17년,20260319,202603191855
7297,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.0 CVX 2WD,최고급형,13년 ~ 17년,20260319,202603191855
7298,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.0 CVS 4WD,고급형,13년 ~ 17년,20260319,202603191855
7299,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.0 CVS 4WD,최고급형,13년 ~ 17년,20260319,202603191855
7300,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.0 CVT 4WD,고급형,13년 ~ 17년,20260319,202603191855
7301,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.0 CVT 4WD,최고급형,13년 ~ 17년,20260319,202603191855
7302,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.0 CVX 4WD,고급형,13년 ~ 17년,20260319,202603191855
7303,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.0 CVX 4WD,최고급형,13년 ~ 17년,20260319,202603191855
7304,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.0 어드벤처 60th 에디션 2WD,,13년 ~ 17년,20260319,202603191855
7305,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.0 어드벤처 60th 에디션 4WD,,13년 ~ 17년,20260319,202603191855
7306,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.2 KX 2WD,세부등급 없음,13년 ~ 17년,20260319,202603191855
7307,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.2 KX 2WD,스페셜,13년 ~ 17년,20260319,202603191855
7308,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.2 RX 2WD,고급형,13년 ~ 17년,20260319,202603191855
7309,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.2 RX 2WD,최고급형,13년 ~ 17년,20260319,202603191855
7310,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.2 DX 2WD,,13년 ~ 17년,20260319,202603191855
7311,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.2 익스트림 2WD,,13년 ~ 17년,20260319,202603191855
7312,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.2 삼바 에디션 2WD,,13년 ~ 17년,20260319,202603191855
7313,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.2 KX 4WD,세부등급 없음,13년 ~ 17년,20260319,202603191855
7314,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.2 KX 4WD,스페셜,13년 ~ 17년,20260319,202603191855
7315,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.2 RX 4WD,고급형,13년 ~ 17년,20260319,202603191855
7316,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.2 RX 4WD,최고급형,13년 ~ 17년,20260319,202603191855
7317,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.2 DX 4WD,,13년 ~ 17년,20260319,202603191855
7318,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.2 익스트림 4WD,,13년 ~ 17년,20260319,202603191855
7319,KG모빌리티(쌍용),코란도,뉴 코란도 C,2.2 삼바 에디션 4WD,,13년 ~ 17년,20260319,202603191855
6936,KG모빌리티(쌍용),무쏘,무쏘 Q300,가솔린 2.0 2WD,M5,26년 ~ 현재,20260319,202603191855
7320,KG모빌리티(쌍용),코란도,코란도 투리스모,2WD KX 11인승,,13년 ~ 19년,20260319,202603191855
7321,KG모빌리티(쌍용),코란도,코란도 투리스모,2WD KX 9인승,,13년 ~ 19년,20260319,202603191855
6937,KG모빌리티(쌍용),무쏘,무쏘 Q300,가솔린 2.0 2WD,M7,26년 ~ 현재,20260319,202603191855
7322,KG모빌리티(쌍용),코란도,코란도 투리스모,2WD LT 11인승,,13년 ~ 19년,20260319,202603191855
6938,KG모빌리티(쌍용),무쏘,무쏘 Q300,가솔린 2.0 2WD,M7 그랜드 스타일,26년 ~ 현재,20260319,202603191855
7323,KG모빌리티(쌍용),코란도,코란도 투리스모,2WD GT 11인승,,13년 ~ 19년,20260319,202603191855
6939,KG모빌리티(쌍용),무쏘,무쏘 Q300,가솔린 2.0 2WD,M9,26년 ~ 현재,20260319,202603191855
7324,KG모빌리티(쌍용),코란도,코란도 투리스모,2WD RT 11인승,,13년 ~ 19년,20260319,202603191855
6940,KG모빌리티(쌍용),무쏘,무쏘 Q300,가솔린 2.0 2WD,M9 그랜드 스타일,26년 ~ 현재,20260319,202603191855
7325,KG모빌리티(쌍용),코란도,코란도 투리스모,2WD 익스트림 11인승,,13년 ~ 19년,20260319,202603191855
6941,KG모빌리티(쌍용),무쏘,무쏘 Q300,가솔린 2.0 4WD,M5,26년 ~ 현재,20260319,202603191855
7326,KG모빌리티(쌍용),코란도,코란도 투리스모,2WD TX 11인승,,13년 ~ 19년,20260319,202603191855
6942,KG모빌리티(쌍용),무쏘,무쏘 Q300,가솔린 2.0 4WD,M7,26년 ~ 현재,20260319,202603191855
7327,KG모빌리티(쌍용),코란도,코란도 투리스모,2WD RX 11인승,,13년 ~ 19년,20260319,202603191855
6943,KG모빌리티(쌍용),무쏘,무쏘 Q300,가솔린 2.0 4WD,M7 그랜드 스타일,26년 ~ 현재,20260319,202603191855
7328,KG모빌리티(쌍용),코란도,코란도 투리스모,4WD LT 11인승,,13년 ~ 19년,20260319,202603191855
6944,KG모빌리티(쌍용),무쏘,무쏘 Q300,가솔린 2.0 4WD,M9,26년 ~ 현재,20260319,202603191855
7329,KG모빌리티(쌍용),코란도,코란도 투리스모,4WD GT 11인승,,13년 ~ 19년,20260319,202603191855
6945,KG모빌리티(쌍용),무쏘,무쏘 Q300,가솔린 2.0 4WD,M9 그랜드 스타일,26년 ~ 현재,20260319,202603191855
7330,KG모빌리티(쌍용),코란도,코란도 투리스모,4WD RT 11인승,,13년 ~ 19년,20260319,202603191855
6946,KG모빌리티(쌍용),무쏘,무쏘 Q300,가솔린 2.0 4WD,M5 롱 데크,26년 ~ 현재,20260319,202603191855
7331,KG모빌리티(쌍용),코란도,코란도 투리스모,4WD 익스트림 11인승,,13년 ~ 19년,20260319,202603191855
6947,KG모빌리티(쌍용),무쏘,무쏘 Q300,가솔린 2.0 4WD,M7 롱 데크,26년 ~ 현재,20260319,202603191855
7332,KG모빌리티(쌍용),코란도,코란도 투리스모,4WD TX 11인승,,13년 ~ 19년,20260319,202603191855
6948,KG모빌리티(쌍용),무쏘,무쏘 Q300,가솔린 2.0 4WD,M7 롱 데크 그랜드 스타일,26년 ~ 현재,20260319,202603191855
7333,KG모빌리티(쌍용),코란도,코란도 투리스모,4WD KX 11인승,,13년 ~ 19년,20260319,202603191855
6949,KG모빌리티(쌍용),무쏘,무쏘 Q300,가솔린 2.0 4WD,M9 롱 데크,26년 ~ 현재,20260319,202603191855
7334,KG모빌리티(쌍용),코란도,코란도 투리스모,4WD RX 11인승,,13년 ~ 19년,20260319,202603191855
7335,KG모빌리티(쌍용),코란도,코란도 투리스모,4WD 샤토 11인승,세부등급 없음,13년 ~ 19년,20260319,202603191855
6950,KG모빌리티(쌍용),무쏘,무쏘 Q300,가솔린 2.0 4WD,M9 롱 데크 그랜드 스타일,26년 ~ 현재,20260319,202603191855
7336,KG모빌리티(쌍용),코란도,코란도 투리스모,4WD 샤토 11인승,하이 루프,13년 ~ 19년,20260319,202603191855
6951,KG모빌리티(쌍용),무쏘,무쏘 Q300,디젤 2.2 2WD,M5,26년 ~ 현재,20260319,202603191855
7337,KG모빌리티(쌍용),코란도,코란도 투리스모,4WD 11인승 어드벤처 60th 에디션,,13년 ~ 19년,20260319,202603191855
6952,KG모빌리티(쌍용),무쏘,무쏘 Q300,디젤 2.2 2WD,M7,26년 ~ 현재,20260319,202603191855
7338,KG모빌리티(쌍용),코란도,코란도 투리스모,2WD LT 9인승,,13년 ~ 19년,20260319,202603191855
6953,KG모빌리티(쌍용),무쏘,무쏘 Q300,디젤 2.2 2WD,M7 그랜드 스타일,26년 ~ 현재,20260319,202603191855
7339,KG모빌리티(쌍용),코란도,코란도 투리스모,2WD GT 9인승,,13년 ~ 19년,20260319,202603191855
7340,KG모빌리티(쌍용),코란도,코란도 투리스모,2WD RT 9인승,,13년 ~ 19년,20260319,202603191855
6954,KG모빌리티(쌍용),무쏘,무쏘 Q300,디젤 2.2 2WD,M9,26년 ~ 현재,20260319,202603191855
7341,KG모빌리티(쌍용),코란도,코란도 투리스모,2WD 익스트림 9인승,,13년 ~ 19년,20260319,202603191855
6955,KG모빌리티(쌍용),무쏘,무쏘 Q300,디젤 2.2 2WD,M9 그랜드 스타일,26년 ~ 현재,20260319,202603191855
7342,KG모빌리티(쌍용),코란도,코란도 투리스모,2WD TX 9인승,,13년 ~ 19년,20260319,202603191855
6956,KG모빌리티(쌍용),무쏘,무쏘 Q300,디젤 2.2 4WD,M5,26년 ~ 현재,20260319,202603191855
7343,KG모빌리티(쌍용),코란도,코란도 투리스모,2WD RX 9인승,,13년 ~ 19년,20260319,202603191855
7344,KG모빌리티(쌍용),코란도,코란도 투리스모,2WD 아웃도어 에디션 9인승,,13년 ~ 19년,20260319,202603191855
6957,KG모빌리티(쌍용),무쏘,무쏘 Q300,디젤 2.2 4WD,M7,26년 ~ 현재,20260319,202603191855
7345,KG모빌리티(쌍용),코란도,코란도 투리스모,2WD 어린이 보호차,,13년 ~ 19년,20260319,202603191855
6958,KG모빌리티(쌍용),무쏘,무쏘 Q300,디젤 2.2 4WD,M7 그랜드 스타일,26년 ~ 현재,20260319,202603191855
7346,KG모빌리티(쌍용),코란도,코란도 투리스모,4WD LT 9인승,,13년 ~ 19년,20260319,202603191855
7347,KG모빌리티(쌍용),코란도,코란도 투리스모,4WD GT 9인승,,13년 ~ 19년,20260319,202603191855
6959,KG모빌리티(쌍용),무쏘,무쏘 Q300,디젤 2.2 4WD,M9,26년 ~ 현재,20260319,202603191855
7348,KG모빌리티(쌍용),코란도,코란도 투리스모,4WD RT 9인승,,13년 ~ 19년,20260319,202603191855
7349,KG모빌리티(쌍용),코란도,코란도 투리스모,4WD 익스트림 9인승,,13년 ~ 19년,20260319,202603191855
6960,KG모빌리티(쌍용),무쏘,무쏘 Q300,디젤 2.2 4WD,M9 그랜드 스타일,26년 ~ 현재,20260319,202603191855
7350,KG모빌리티(쌍용),코란도,코란도 투리스모,4WD 샤토 9인승,세부등급 없음,13년 ~ 19년,20260319,202603191855
6961,KG모빌리티(쌍용),무쏘,무쏘 Q300,디젤 2.2 4WD,M5 롱 데크,26년 ~ 현재,20260319,202603191855
7351,KG모빌리티(쌍용),코란도,코란도 투리스모,4WD 샤토 9인승,하이 루프,13년 ~ 19년,20260319,202603191855
7352,KG모빌리티(쌍용),코란도,코란도 투리스모,4WD 샤토 9인승,하이 리무진,13년 ~ 19년,20260319,202603191855
6962,KG모빌리티(쌍용),무쏘,무쏘 Q300,디젤 2.2 4WD,M7 롱 데크,26년 ~ 현재,20260319,202603191855
7353,KG모빌리티(쌍용),코란도,코란도 투리스모,4WD 샤토 9인승,하이 리무진(특장업체),13년 ~ 19년,20260319,202603191855
6963,KG모빌리티(쌍용),무쏘,무쏘 Q300,디젤 2.2 4WD,M7 롱 데크 그랜드 스타일,26년 ~ 현재,20260319,202603191855
7354,KG모빌리티(쌍용),코란도,코란도 투리스모,4WD 익스트림 스포츠 9인승,,13년 ~ 19년,20260319,202603191855
7355,KG모빌리티(쌍용),코란도,코란도 투리스모,4WD 9인승 어드벤처 60th 에디션,,13년 ~ 19년,20260319,202603191855
6964,KG모빌리티(쌍용),무쏘,무쏘 Q300,디젤 2.2 4WD,M9 롱 데크,26년 ~ 현재,20260319,202603191855
7356,KG모빌리티(쌍용),코란도,코란도 투리스모,4WD TX 9인승,,13년 ~ 19년,20260319,202603191855
7357,KG모빌리티(쌍용),코란도,코란도 투리스모,4WD RX 9인승,,13년 ~ 19년,20260319,202603191855
6965,KG모빌리티(쌍용),무쏘,무쏘 Q300,디젤 2.2 4WD,M9 롱 데크 그랜드 스타일,26년 ~ 현재,20260319,202603191855
7358,KG모빌리티(쌍용),코란도,코란도 투리스모,4WD 아웃도어 에디션 9인승,,13년 ~ 19년,20260319,202603191855
7359,KG모빌리티(쌍용),코란도,코란도 투리스모,4WD 어린이 보호차,,13년 ~ 19년,20260319,202603191855
6966,KG모빌리티(쌍용),무쏘,무쏘 스포츠 2세대,디젤 2.2 2WD,와일드,25년 ~ 현재,20260319,202603191855
6967,KG모빌리티(쌍용),무쏘,무쏘 스포츠 2세대,디젤 2.2 2WD,프레스티지,25년 ~ 현재,20260319,202603191855
6968,KG모빌리티(쌍용),무쏘,무쏘 스포츠 2세대,디젤 2.2 2WD,프레스티지 블랙엣지,25년 ~ 현재,20260319,202603191855
6969,KG모빌리티(쌍용),무쏘,무쏘 스포츠 2세대,디젤 2.2 2WD,스페셜 에디션,25년 ~ 현재,20260319,202603191855
6970,KG모빌리티(쌍용),무쏘,무쏘 스포츠 2세대,디젤 2.2 4WD,와일드,25년 ~ 현재,20260319,202603191855
6971,KG모빌리티(쌍용),무쏘,무쏘 스포츠 2세대,디젤 2.2 4WD,프레스티지,25년 ~ 현재,20260319,202603191855
6972,KG모빌리티(쌍용),무쏘,무쏘 스포츠 2세대,디젤 2.2 4WD,프레스티지 블랙엣지,25년 ~ 현재,20260319,202603191855
6973,KG모빌리티(쌍용),무쏘,무쏘 스포츠 2세대,디젤 2.2 4WD,스페셜 에디션,25년 ~ 현재,20260319,202603191855
7360,KG모빌리티(쌍용),코란도,코란도 스포츠,CX5 2WD,에코,12년 ~ 16년,20260319,202603191855
7361,KG모빌리티(쌍용),코란도,코란도 스포츠,CX5 2WD,클럽,12년 ~ 16년,20260319,202603191855
7362,KG모빌리티(쌍용),코란도,코란도 스포츠,CX5 2WD,패션,12년 ~ 16년,20260319,202603191855
7363,KG모빌리티(쌍용),코란도,코란도 스포츠,CX7 4WD,매니아,12년 ~ 16년,20260319,202603191855
7364,KG모빌리티(쌍용),코란도,코란도 스포츠,CX7 4WD,클럽,12년 ~ 16년,20260319,202603191855
7365,KG모빌리티(쌍용),코란도,코란도 스포츠,CX7 4WD,레저,12년 ~ 16년,20260319,202603191855
7366,KG모빌리티(쌍용),코란도,코란도 스포츠,CX7 4WD,패션,12년 ~ 16년,20260319,202603191855
7367,KG모빌리티(쌍용),코란도,코란도 스포츠,CX7 4WD,비전,12년 ~ 16년,20260319,202603191855
7368,KG모빌리티(쌍용),코란도,코란도 스포츠,익스트림 4WD,,12년 ~ 16년,20260319,202603191855
7369,KG모빌리티(쌍용),코란도,코란도 스포츠,어드벤처 60th 에디션 4WD,,12년 ~ 16년,20260319,202603191855
6974,KG모빌리티(쌍용),무쏘,무쏘 스포츠 칸 2세대,디젤 2.2 2WD,와일드,25년 ~ 현재,20260319,202603191855
6975,KG모빌리티(쌍용),무쏘,무쏘 스포츠 칸 2세대,디젤 2.2 2WD,프레스티지,25년 ~ 현재,20260319,202603191855
6976,KG모빌리티(쌍용),무쏘,무쏘 스포츠 칸 2세대,디젤 2.2 2WD,프레스티지 블랙엣지,25년 ~ 현재,20260319,202603191855
6977,KG모빌리티(쌍용),무쏘,무쏘 스포츠 칸 2세대,디젤 2.2 2WD,스페셜 에디션,25년 ~ 현재,20260319,202603191855
6978,KG모빌리티(쌍용),무쏘,무쏘 스포츠 칸 2세대,디젤 2.2 4WD,와일드,25년 ~ 현재,20260319,202603191855
6979,KG모빌리티(쌍용),무쏘,무쏘 스포츠 칸 2세대,디젤 2.2 4WD,프레스티지,25년 ~ 현재,20260319,202603191855
6980,KG모빌리티(쌍용),무쏘,무쏘 스포츠 칸 2세대,디젤 2.2 4WD,프레스티지 블랙엣지,25년 ~ 현재,20260319,202603191855
6981,KG모빌리티(쌍용),무쏘,무쏘 스포츠 칸 2세대,디젤 2.2 4WD,스페셜 에디션,25년 ~ 현재,20260319,202603191855
6982,KG모빌리티(쌍용),무쏘,무쏘 EV,2WD MX,,25년 ~ 현재,20260319,202603191855
6983,KG모빌리티(쌍용),무쏘,무쏘 EV,2WD 블랙 엣지,,25년 ~ 현재,20260319,202603191855
6984,KG모빌리티(쌍용),무쏘,무쏘 EV,4WD MX,,25년 ~ 현재,20260319,202603191855
6985,KG모빌리티(쌍용),무쏘,무쏘 EV,4WD 블랙 엣지,,25년 ~ 현재,20260319,202603191855
6986,KG모빌리티(쌍용),무쏘,뉴 무쏘 밴,2WD 230S CT,기본형,98년 ~ 04년,20260319,202603191855
6987,KG모빌리티(쌍용),무쏘,뉴 무쏘 밴,2WD 230S CT,최고급형,98년 ~ 04년,20260319,202603191855
6988,KG모빌리티(쌍용),무쏘,뉴 무쏘 밴,2WD FX5 CT,일반형,98년 ~ 04년,20260319,202603191855
6989,KG모빌리티(쌍용),무쏘,뉴 무쏘 밴,4WD 230S,기본형,98년 ~ 04년,20260319,202603191855
6990,KG모빌리티(쌍용),무쏘,뉴 무쏘 밴,4WD 230S,최고급형,98년 ~ 04년,20260319,202603191855
6991,KG모빌리티(쌍용),무쏘,뉴 무쏘 밴,4WD 290S,기본형,98년 ~ 04년,20260319,202603191855
6992,KG모빌리티(쌍용),무쏘,뉴 무쏘 밴,4WD 290S,최고급형,98년 ~ 04년,20260319,202603191855
6993,KG모빌리티(쌍용),무쏘,뉴 무쏘 밴,4WD FX5,고급형,98년 ~ 04년,20260319,202603191855
7370,KG모빌리티(쌍용),코란도,코란도 C,시크 2WD,기본형,11년 ~ 13년,20260319,202603191855
7371,KG모빌리티(쌍용),코란도,코란도 C,시크 2WD,K-LOOK,11년 ~ 13년,20260319,202603191855
7372,KG모빌리티(쌍용),코란도,코란도 C,시크 2WD,쿨,11년 ~ 13년,20260319,202603191855
7373,KG모빌리티(쌍용),코란도,코란도 C,시크 2WD,세부등급 없음,11년 ~ 13년,20260319,202603191855
7374,KG모빌리티(쌍용),코란도,코란도 C,시크 2WD,비트,11년 ~ 13년,20260319,202603191855
7375,KG모빌리티(쌍용),코란도,코란도 C,시크 2WD,리미티드,11년 ~ 13년,20260319,202603191855
7376,KG모빌리티(쌍용),코란도,코란도 C,클러비 2WD,기본형,11년 ~ 13년,20260319,202603191855
7377,KG모빌리티(쌍용),코란도,코란도 C,클러비 2WD,가디언,11년 ~ 13년,20260319,202603191855
7378,KG모빌리티(쌍용),코란도,코란도 C,클러비 2WD,파크,11년 ~ 13년,20260319,202603191855
7379,KG모빌리티(쌍용),코란도,코란도 C,클러비 2WD,K-LOOK,11년 ~ 13년,20260319,202603191855
7380,KG모빌리티(쌍용),코란도,코란도 C,클러비 2WD,리미티드,11년 ~ 13년,20260319,202603191855
7381,KG모빌리티(쌍용),코란도,코란도 C,클래시 2WD,기본형,11년 ~ 13년,20260319,202603191855
7382,KG모빌리티(쌍용),코란도,코란도 C,클래시 2WD,컴퍼트,11년 ~ 13년,20260319,202603191855
7383,KG모빌리티(쌍용),코란도,코란도 C,클래시 2WD,럭셔리,11년 ~ 13년,20260319,202603191855
7384,KG모빌리티(쌍용),코란도,코란도 C,시크 4WD,기본형,11년 ~ 13년,20260319,202603191855
7385,KG모빌리티(쌍용),코란도,코란도 C,시크 4WD,K-LOOK,11년 ~ 13년,20260319,202603191855
7386,KG모빌리티(쌍용),코란도,코란도 C,시크 4WD,쿨,11년 ~ 13년,20260319,202603191855
7387,KG모빌리티(쌍용),코란도,코란도 C,시크 4WD,세부등급 없음,11년 ~ 13년,20260319,202603191855
7388,KG모빌리티(쌍용),코란도,코란도 C,시크 4WD,비트,11년 ~ 13년,20260319,202603191855
7389,KG모빌리티(쌍용),코란도,코란도 C,시크 4WD,리미티드,11년 ~ 13년,20260319,202603191855
7390,KG모빌리티(쌍용),코란도,코란도 C,클러비 4WD,기본형,11년 ~ 13년,20260319,202603191855
7391,KG모빌리티(쌍용),코란도,코란도 C,클러비 4WD,가디언,11년 ~ 13년,20260319,202603191855
7392,KG모빌리티(쌍용),코란도,코란도 C,클러비 4WD,매니아,11년 ~ 13년,20260319,202603191855
7393,KG모빌리티(쌍용),코란도,코란도 C,클러비 4WD,파크,11년 ~ 13년,20260319,202603191855
7394,KG모빌리티(쌍용),코란도,코란도 C,클러비 4WD,K-LOOK,11년 ~ 13년,20260319,202603191855
7395,KG모빌리티(쌍용),코란도,코란도 C,클러비 4WD,리미티드,11년 ~ 13년,20260319,202603191855
7396,KG모빌리티(쌍용),코란도,코란도 C,클래시 4WD,기본형,11년 ~ 13년,20260319,202603191855
7397,KG모빌리티(쌍용),코란도,코란도 C,클래시 4WD,컴퍼트,11년 ~ 13년,20260319,202603191855
7398,KG모빌리티(쌍용),코란도,코란도 C,클래시 4WD,럭셔리,11년 ~ 13년,20260319,202603191855
6994,KG모빌리티(쌍용),무쏘,무쏘,디젤 601,,93년 ~ 98년,20260319,202603191855
6995,KG모빌리티(쌍용),무쏘,무쏘,디젤 602EL,,93년 ~ 98년,20260319,202603191855
6996,KG모빌리티(쌍용),무쏘,무쏘,디젤 602 프레스티지,,93년 ~ 98년,20260319,202603191855
6997,KG모빌리티(쌍용),무쏘,무쏘,디젤 EX 3.2,,93년 ~ 98년,20260319,202603191855
6998,KG모빌리티(쌍용),무쏘,무쏘,디젤 터보인터쿨러,,93년 ~ 98년,20260319,202603191855
6999,KG모빌리티(쌍용),무쏘,무쏘,디젤 터보인터쿨러 프레스티지,,93년 ~ 98년,20260319,202603191855
7000,KG모빌리티(쌍용),무쏘,무쏘,가솔린 2000 DOHC,,93년 ~ 98년,20260319,202603191855
7001,KG모빌리티(쌍용),무쏘,무쏘,가솔린 2000 프레스티지,,93년 ~ 98년,20260319,202603191855
7002,KG모빌리티(쌍용),무쏘,무쏘,가솔린 2300 DOHC,,93년 ~ 98년,20260319,202603191855
7003,KG모빌리티(쌍용),무쏘,무쏘,가솔린 2300 프레스티지,,93년 ~ 98년,20260319,202603191855
7004,KG모빌리티(쌍용),무쏘,무쏘,가솔린 3200 IL6,,93년 ~ 98년,20260319,202603191855
7399,KG모빌리티(쌍용),코란도,뉴 코란도,밴 290S,기본형,96년 ~ 05년,20260319,202603191855
7400,KG모빌리티(쌍용),코란도,뉴 코란도,밴 290S,고급형,96년 ~ 05년,20260319,202603191855
7401,KG모빌리티(쌍용),코란도,뉴 코란도,밴 290S,최고급형,96년 ~ 05년,20260319,202603191855
7402,KG모빌리티(쌍용),코란도,뉴 코란도,밴 601,,96년 ~ 05년,20260319,202603191855
7403,KG모빌리티(쌍용),코란도,뉴 코란도,밴 602EL CT,기본형,96년 ~ 05년,20260319,202603191855
7404,KG모빌리티(쌍용),코란도,뉴 코란도,밴 602EL CT,고급형,96년 ~ 05년,20260319,202603191855
7405,KG모빌리티(쌍용),코란도,뉴 코란도,밴 602EL CT,최고급형,96년 ~ 05년,20260319,202603191855
7406,KG모빌리티(쌍용),코란도,뉴 코란도,밴 602EL,기본형,96년 ~ 05년,20260319,202603191855
7407,KG모빌리티(쌍용),코란도,뉴 코란도,밴 602EL,고급형,96년 ~ 05년,20260319,202603191855
7408,KG모빌리티(쌍용),코란도,뉴 코란도,밴 602EL,최고급형,96년 ~ 05년,20260319,202603191855
7409,KG모빌리티(쌍용),코란도,뉴 코란도,밴 TX5 CT,일반형,96년 ~ 05년,20260319,202603191855
7410,KG모빌리티(쌍용),코란도,뉴 코란도,밴 TX5 CT,고급형,96년 ~ 05년,20260319,202603191855
7411,KG모빌리티(쌍용),코란도,뉴 코란도,밴 TX5 CT,최고급형,96년 ~ 05년,20260319,202603191855
7412,KG모빌리티(쌍용),코란도,뉴 코란도,밴 TX5,고급형,96년 ~ 05년,20260319,202603191855
7413,KG모빌리티(쌍용),코란도,뉴 코란도,밴 TX5,최고급형,96년 ~ 05년,20260319,202603191855
7414,KG모빌리티(쌍용),코란도,뉴 코란도,밴 TX7,최고급형,96년 ~ 05년,20260319,202603191855
7415,KG모빌리티(쌍용),코란도,뉴 코란도,밴 유스(Youth) 2WD,,96년 ~ 05년,20260319,202603191855
7416,KG모빌리티(쌍용),코란도,뉴 코란도,밴 유스(Youth) 4WD,,96년 ~ 05년,20260319,202603191855
7417,KG모빌리티(쌍용),코란도,뉴 코란도,하드탑 230SL CT,기본형,96년 ~ 05년,20260319,202603191855
7418,KG모빌리티(쌍용),코란도,뉴 코란도,하드탑 230SL CT,고급형,96년 ~ 05년,20260319,202603191855
7419,KG모빌리티(쌍용),코란도,뉴 코란도,하드탑 230SL CT,최고급형,96년 ~ 05년,20260319,202603191855
7420,KG모빌리티(쌍용),코란도,뉴 코란도,하드탑 230SL,세부등급 없음,96년 ~ 05년,20260319,202603191855
7421,KG모빌리티(쌍용),코란도,뉴 코란도,하드탑 230SL,기본형,96년 ~ 05년,20260319,202603191855
7422,KG모빌리티(쌍용),코란도,뉴 코란도,하드탑 230SL,고급형,96년 ~ 05년,20260319,202603191855
7423,KG모빌리티(쌍용),코란도,뉴 코란도,하드탑 230SL,최고급형,96년 ~ 05년,20260319,202603191855
7424,KG모빌리티(쌍용),코란도,뉴 코란도,하드탑 290SL,고급형,96년 ~ 05년,20260319,202603191855
